zip,state_code,state,population,county
73054,OK,Oklahoma,4363,Oklahoma
73055,OK,Oklahoma,9861,Stephens
73726,OK,Oklahoma,469,Alfalfa
73761,OK,Oklahoma,306,Grant
74014,OK,Oklahoma,41314,Wagoner
74029,OK,Oklahoma,4833,Washington
74056,OK,Oklahoma,5189,Osage
74066,OK,Oklahoma,33432,Creek
74115,OK,Oklahoma,23413,Tulsa
74130,OK,Oklahoma,1985,Tulsa
74349,OK,Oklahoma,301,Craig
74422,OK,Oklahoma,839,Muskogee
74562,OK,Oklahoma,926,Pushmataha
74578,OK,Oklahoma,6035,Latimer
74756,OK,Oklahoma,721,Choctaw
74804,OK,Oklahoma,20413,Pottawatomie
74946,OK,Oklahoma,117,Sequoyah
74954,OK,Oklahoma,5256,Sequoyah
74955,OK,Oklahoma,15713,Sequoyah
75007,TX,Texas,55500,Denton
75021,TX,Texas,8847,Grayson
75098,TX,Texas,56376,Collin
75228,TX,Texas,73976,Dallas
75249,TX,Texas,17649,Dallas
75491,TX,Texas,5064,Grayson
75493,TX,Texas,626,Titus
75684,TX,Texas,7894,Rusk
75766,TX,Texas,26925,Cherokee
75904,TX,Texas,34406,Angelina
75931,TX,Texas,2203,Jasper
76018,TX,Texas,31200,Tarrant
76053,TX,Texas,30765,Tarrant
76253,TX,Texas,291,Cooke
76311,TX,Texas,8987,Wichita
76452,TX,Texas,99,Comanche
76636,TX,Texas,1525,Hill
76640,TX,Texas,3567,McLennan
76908,TX,Texas,2554,Tom Green
77057,TX,Texas,41690,Harris
77083,TX,Texas,78298,Harris
77094,TX,Texas,10271,Harris
77396,TX,Texas,58396,Harris
77485,TX,Texas,4627,Austin
77597,TX,Texas,986,Chambers
77650,TX,Texas,1835,Galveston
77990,TX,Texas,811,Refugio
78006,TX,Texas,36056,Kendall
78064,TX,Texas,16186,Atascosa
78101,TX,Texas,6465,Bexar
78114,TX,Texas,24009,Wilson
78123,TX,Texas,2177,Guadalupe
78164,TX,Texas,3706,DeWitt
78401,TX,Texas,5265,Nueces
78404,TX,Texas,17761,Nueces
78413,TX,Texas,40644,Nueces
78501,TX,Texas,63066,Hidalgo
78589,TX,Texas,41291,Hidalgo
78654,TX,Texas,18250,Burnet
78712,TX,Texas,880,Travis
78733,TX,Texas,8927,Travis
78737,TX,Texas,17173,Hays
78746,TX,Texas,28608,Travis
78749,TX,Texas,38041,Travis
78801,TX,Texas,22518,Uvalde
78839,TX,Texas,8995,Zavala
79012,TX,Texas,1427,Potter
79024,TX,Texas,380,Lipscomb
79062,TX,Texas,180,Hansford
79121,TX,Texas,6002,Randall
79201,TX,Texas,7288,Childress
79344,TX,Texas,161,Bailey
79560,TX,Texas,172,Fisher
79772,TX,Texas,14029,Reeves
79830,TX,Texas,7860,Brewster
79843,TX,Texas,2456,Presidio
79911,TX,Texas,5794,El Paso
79916,TX,Texas,2979,El Paso
79925,TX,Texas,39616,El Paso
79934,TX,Texas,26445,El Paso
80003,CO,Colorado,36480,Jefferson
80014,CO,Colorado,39333,Arapahoe
80016,CO,Colorado,56841,Arapahoe
80020,CO,Colorado,50491,Broomfield
80109,CO,Colorado,23665,Douglas
80212,CO,Colorado,19552,Denver
80219,CO,Colorado,70638,Denver
80241,CO,Colorado,33638,Adams
80301,CO,Colorado,25581,Boulder
80427,CO,Colorado,720,Gilpin
80465,CO,Colorado,16192,Jefferson
80503,CO,Colorado,35453,Boulder
80544,CO,Colorado,117,Boulder
80804,CO,Colorado,287,Lincoln
80863,CO,Colorado,13034,Teller
80916,CO,Colorado,41018,El Paso
80925,CO,Colorado,12342,El Paso
80929,CO,Colorado,97,El Paso
81004,CO,Colorado,26581,Pueblo
81021,CO,Colorado,44,Kiowa
81029,CO,Colorado,314,Baca
81047,CO,Colorado,1473,Prowers
81089,CO,Colorado,4467,Huerfano
81136,CO,Colorado,211,Alamosa
81220,CO,Colorado,155,Gunnison
81232,CO,Colorado,17,Fremont
81303,CO,Colorado,8157,La Plata
81326,CO,Colorado,2306,La Plata
81331,CO,Colorado,322,Montezuma
81631,CO,Colorado,8903,Eagle
81647,CO,Colorado,7304,Garfield
82050,WY,Wyoming,256,Laramie
82214,WY,Wyoming,1078,Platte
82240,WY,Wyoming,10563,Goshen
82244,WY,Wyoming,565,Goshen
82410,WY,Wyoming,2122,Big Horn
82433,WY,Wyoming,1214,Park
82443,WY,Wyoming,4518,Hot Springs
82712,WY,Wyoming,375,Crook
82844,WY,Wyoming,20,Sheridan
83120,WY,Wyoming,748,Lincoln
83337,ID,Idaho,29,Camas
83454,ID,Idaho,658,Bonneville
83463,ID,Idaho,68,Lemhi
83522,ID,Idaho,2291,Idaho
83533,ID,Idaho,301,Idaho
83619,ID,Idaho,7796,Payette
83643,ID,Idaho,140,Adams
83648,ID,Idaho,3009,Elmore
83669,ID,Idaho,11066,Ada
83823,ID,Idaho,1588,Latah
84013,UT,Utah,1163,Utah
84328,UT,Utah,1612,Cache
84606,UT,Utah,37080,Utah
84649,UT,Utah,826,Millard
84736,UT,Utah,265,Garfield
84763,UT,Utah,223,Washington
84774,UT,Utah,1779,Washington
85016,AZ,Arizona,35930,Maricopa
85032,AZ,Arizona,73203,Maricopa
85048,AZ,Arizona,35765,Maricopa
85173,AZ,Arizona,3098,Pinal
85207,AZ,Arizona,49863,Maricopa
85213,AZ,Arizona,36916,Maricopa
85249,AZ,Arizona,39618,Maricopa
85258,AZ,Arizona,25755,Maricopa
85281,AZ,Arizona,66833,Maricopa
85301,AZ,Arizona,68579,Maricopa
85336,AZ,Arizona,510,Yuma
85349,AZ,Arizona,31488,Yuma
85382,AZ,Arizona,38890,Maricopa
85388,AZ,Arizona,30817,Maricopa
85634,AZ,Arizona,6569,Pima
85704,AZ,Arizona,33065,Pima
85726,AZ,Arizona,0,Pima
86020,AZ,Arizona,1955,Coconino
86032,AZ,Arizona,1818,Navajo
86325,AZ,Arizona,5554,Yavapai
86337,AZ,Arizona,1609,Yavapai
86429,AZ,Arizona,7616,Mohave
86540,AZ,Arizona,1120,Apache
87007,NM,New Mexico,1020,Cibola
87042,NM,New Mexico,3576,Valencia
87102,NM,New Mexico,19191,Bernalillo
87320,NM,New Mexico,519,McKinley
87326,NM,New Mexico,1690,McKinley
87375,NM,New Mexico,3390,McKinley
87519,NM,New Mexico,467,Taos
87530,NM,New Mexico,808,Rio Arriba
88029,NM,New Mexico,1201,Luna
88230,NM,New Mexico,4972,Chaves
88421,NM,New Mexico,0,San Miguel
88435,NM,New Mexico,3707,Guadalupe
89045,NV,Nevada,1951,Nye
89108,NV,Nevada,73991,Clark
89120,NV,Nevada,24813,Clark
89411,NV,Nevada,643,Douglas
89420,NV,Nevada,55,Mineral
89434,NV,Nevada,25575,Washoe
98375,WA,Washington,31955,Pierce
98380,WA,Washington,4049,Kitsap
98392,WA,Washington,3181,Kitsap
98394,WA,Washington,1467,Pierce
98592,WA,Washington,1839,Mason
98596,WA,Washington,7813,Lewis
98816,WA,Washington,6007,Chelan
98846,WA,Washington,1255,Okanogan
99119,WA,Washington,1218,Pend Oreille
99150,WA,Washington,362,Ferry
99160,WA,Washington,112,Ferry
99371,WA,Washington,325,Adams
99590,AK,Alaska,183,Yukon-Koyukuk
99602,AK,Alaska,220,Yukon-Koyukuk
99604,AK,Alaska,1141,Kusilvak
99660,AK,Alaska,395,Aleutians West
99667,AK,Alaska,83,Matanuska-Susitna
99676,AK,Alaska,1721,Matanuska-Susitna
99679,AK,Alaska,319,Bethel
99694,AK,Alaska,1495,Matanuska-Susitna
99706,AK,Alaska,7,Southeast Fairbanks
99730,AK,Alaska,44,Yukon-Koyukuk
99758,AK,Alaska,177,Yukon-Koyukuk
99826,AK,Alaska,454,Hoonah-Angoon
31014,GA,Georgia,13180,Bleckley
31032,GA,Georgia,15580,Jones
31069,GA,Georgia,20296,Houston
31211,GA,Georgia,15261,Bibb
31314,GA,Georgia,1621,Liberty
31401,GA,Georgia,19839,Chatham
31625,GA,Georgia,1008,Brooks
31636,GA,Georgia,11005,Lowndes
31712,GA,Georgia,1056,Crisp
31747,GA,Georgia,196,Colquitt
31814,GA,Georgia,192,Stewart
31820,GA,Georgia,11750,Muscogee
31827,GA,Georgia,2194,Talbot
32052,FL,Florida,9427,Hamilton
32084,FL,Florida,35761,St. Johns
32169,FL,Florida,10228,Volusia
32320,FL,Florida,3887,Franklin
32328,FL,Florida,3415,Franklin
32401,FL,Florida,22027,Bay
32526,FL,Florida,37470,Escambia
32806,FL,Florida,27661,Orange
32810,FL,Florida,37861,Orange
32822,FL,Florida,61760,Orange
32920,FL,Florida,10283,Brevard
33050,FL,Florida,9443,Monroe
33054,FL,Florida,31797,Miami-Dade
33056,FL,Florida,36110,Miami-Dade
33132,FL,Florida,13849,Miami-Dade
33141,FL,Florida,39768,Miami-Dade
33161,FL,Florida,56130,Miami-Dade
33165,FL,Florida,55822,Miami-Dade
33440,FL,Florida,19761,Hendry
33521,FL,Florida,557,Sumter
33558,FL,Florida,24248,Hillsborough
33579,FL,Florida,36005,Hillsborough
33706,FL,Florida,16321,Pinellas
33781,FL,Florida,24856,Pinellas
33841,FL,Florida,8969,Polk
33865,FL,Florida,958,Hardee
33928,FL,Florida,25141,Lee
34104,FL,Florida,24520,Collier
34108,FL,Florida,16450,Collier
34117,FL,Florida,17039,Collier
34201,FL,Florida,3997,Manatee
34233,FL,Florida,17767,Sarasota
34287,FL,Florida,28614,Sarasota
34291,FL,Florida,5626,Sarasota
34453,FL,Florida,10621,Citrus
34461,FL,Florida,11380,Citrus
34491,FL,Florida,26614,Marion
34601,FL,Florida,22487,Hernando
34652,FL,Florida,23688,Pasco
34981,FL,Florida,5393,St. Lucie
35019,AL,Alabama,2492,Cullman
35063,AL,Alabama,3629,Walker
35072,AL,Alabama,4410,Coosa
35080,AL,Alabama,18471,Shelby
35098,AL,Alabama,1091,Cullman
35180,AL,Alabama,14967,Jefferson
35223,AL,Alabama,11111,Jefferson
35233,AL,Alabama,1730,Jefferson
35444,AL,Alabama,3972,Tuscaloosa
35574,AL,Alabama,1694,Lamar
35620,AL,Alabama,9694,Limestone
35978,AL,Alabama,4901,DeKalb
36024,AL,Alabama,5124,Elmore
36033,AL,Alabama,4262,Butler
36104,AL,Alabama,8465,Montgomery
36116,AL,Alabama,43882,Montgomery
36258,AL,Alabama,1385,Clay
36269,AL,Alabama,1685,Cleburne
36350,AL,Alabama,6428,Dale
36476,AL,Alabama,16,Covington
36526,AL,Alabama,34565,Baldwin
36527,AL,Alabama,15517,Baldwin
36530,AL,Alabama,6363,Baldwin
36574,AL,Alabama,1123,Baldwin
36871,AL,Alabama,1175,Russell
37023,TN,Tennessee,1457,Stewart
37027,TN,Tennessee,56117,Williamson
37082,TN,Tennessee,6073,Cheatham
37083,TN,Tennessee,15290,Macon
37361,TN,Tennessee,1536,Polk
37664,TN,Tennessee,27390,Sullivan
37801,TN,Tennessee,26577,Blount
37810,TN,Tennessee,1771,Greene
37881,TN,Tennessee,2163,Grainger
37916,TN,Tennessee,13092,Knox
38036,TN,Tennessee,528,Fayette
38240,TN,Tennessee,2472,Obion
38450,TN,Tennessee,3089,Wayne
38486,TN,Tennessee,833,Lawrence
40231,KY,Kentucky,0,Jefferson
40258,KY,Kentucky,26682,Jefferson
40601,KY,Kentucky,50954,Franklin
40847,KY,Kentucky,371,Harlan
40972,KY,Kentucky,1288,Clay
41003,KY,Kentucky,2185,Harrison
41018,KY,Kentucky,28145,Kenton
41044,KY,Kentucky,858,Bracken
41074,KY,Kentucky,5496,Campbell
41144,KY,Kentucky,9829,Greenup
41149,KY,Kentucky,475,Elliott
41175,KY,Kentucky,5308,Greenup
41262,KY,Kentucky,1207,Martin
41572,KY,Kentucky,3561,Pike
41729,KY,Kentucky,0,Perry
41766,KY,Kentucky,197,Leslie
41821,KY,Kentucky,398,Letcher
41838,KY,Kentucky,618,Letcher
42022,KY,Kentucky,168,Ballard
42025,KY,Kentucky,19468,Marshall
42066,KY,Kentucky,23792,Graves
42234,KY,Kentucky,2509,Todd
42361,KY,Kentucky,423,Ohio
42541,KY,Kentucky,556,Casey
42544,KY,Kentucky,5889,Pulaski
42718,KY,Kentucky,25709,Taylor
43011,OH,Ohio,8018,Knox
43015,OH,Ohio,56596,Delaware
43017,OH,Ohio,41612,Franklin
43035,OH,Ohio,27500,Delaware
43060,OH,Ohio,2810,Champaign
43154,OH,Ohio,3858,Fairfield
43162,OH,Ohio,7225,Madison
43326,OH,Ohio,13833,Hardin
43340,OH,Ohio,2101,Hardin
43440,OH,Ohio,4556,Ottawa
43524,OH,Ohio,1179,Henry
43554,OH,Ohio,2326,Williams
43720,OH,Ohio,1328,Muskingum
43749,OH,Ohio,2142,Guernsey
43805,OH,Ohio,77,Coshocton
44044,OH,Ohio,15100,Lorain
44055,OH,Ohio,18839,Lorain
44067,OH,Ohio,20459,Summit
44084,OH,Ohio,3454,Ashtabula
44123,OH,Ohio,17023,Cuyahoga
44313,OH,Ohio,25730,Summit
44404,OH,Ohio,1583,Trumbull
44627,OH,Ohio,7177,Wayne
44710,OH,Ohio,8585,Stark
45011,OH,Ohio,71189,Butler
45015,OH,Ohio,12122,Butler
45054,OH,Ohio,2924,Warren
45113,OH,Ohio,3956,Clinton
45115,OH,Ohio,68,Brown
45152,OH,Ohio,12014,Warren
45206,OH,Ohio,10713,Hamilton
45328,OH,Ohio,576,Darke
45365,OH,Ohio,30016,Shelby
45406,OH,Ohio,19390,Montgomery
45431,OH,Ohio,27785,Montgomery
45623,OH,Ohio,3210,Gallia
45688,OH,Ohio,578,Lawrence
45724,OH,Ohio,2424,Washington
45807,OH,Ohio,12008,Allen
45826,OH,Ohio,438,Mercer
45835,OH,Ohio,550,Hardin
46051,IN,Indiana,2817,Madison
46140,IN,Indiana,40292,Hancock
46240,IN,Indiana,19785,Marion
46321,IN,Indiana,22689,Lake
46407,IN,Indiana,10905,Lake
46508,IN,Indiana,113,Kosciusko
46552,IN,Indiana,6907,St. Joseph
46556,IN,Indiana,7301,St. Joseph
46616,IN,Indiana,5457,St. Joseph
46845,IN,Indiana,23066,Allen
46962,IN,Indiana,8844,Wabash
47025,IN,Indiana,22794,Dearborn
47038,IN,Indiana,1716,Switzerland
47231,IN,Indiana,858,Jefferson
47264,IN,Indiana,1197,Jackson
47304,IN,Indiana,32105,Delaware
47305,IN,Indiana,3504,Delaware
47356,IN,Indiana,5286,Henry
47361,IN,Indiana,215,Henry
47574,IN,Indiana,213,Perry
47578,IN,Indiana,710,Knox
47581,IN,Indiana,3721,Martin
47840,IN,Indiana,1831,Clay
47863,IN,Indiana,294,Vigo
47941,IN,Indiana,1405,Tippecanoe
47951,IN,Indiana,2168,Newton
47959,IN,Indiana,2906,White
48080,MI,Michigan,22592,Macomb
48085,MI,Michigan,26459,Oakland
48088,MI,Michigan,22189,Macomb
48104,MI,Michigan,43369,Washtenaw
48126,MI,Michigan,48424,Wayne
48166,MI,Michigan,11758,Monroe
48236,MI,Michigan,29492,Wayne
48336,MI,Michigan,25913,Oakland
48626,MI,Michigan,5847,Saginaw
48640,MI,Michigan,32202,Midland
48708,MI,Michigan,25827,Bay
48831,MI,Michigan,3473,Clinton
48846,MI,Michigan,20472,Ionia
48860,MI,Michigan,1771,Ionia
48866,MI,Michigan,4942,Clinton
48885,MI,Michigan,972,Montcalm
49009,MI,Michigan,45267,Kalamazoo
49040,MI,Michigan,3252,St. Joseph
49251,MI,Michigan,6278,Ingham
49289,MI,Michigan,127,Lenawee
49307,MI,Michigan,20590,Mecosta
49321,MI,Michigan,17160,Kent
49437,MI,Michigan,6852,Muskegon
49450,MI,Michigan,3314,Allegan
49660,MI,Michigan,14202,Manistee
49668,MI,Michigan,3404,Wexford
49690,MI,Michigan,7036,Grand Traverse
49701,MI,Michigan,977,Emmet
49705,MI,Michigan,889,Cheboygan
49749,MI,Michigan,3958,Cheboygan
49782,MI,Michigan,577,Charlevoix
49806,MI,Michigan,496,Alger
49831,MI,Michigan,824,Dickinson
49871,MI,Michigan,558,Marquette
49967,MI,Michigan,458,Ontonagon
50022,IA,Iowa,8350,Cass
50038,IA,Iowa,86,Dallas
50058,IA,Iowa,1916,Carroll
50109,IA,Iowa,3023,Dallas
50135,IA,Iowa,1498,Jasper
50151,IA,Iowa,556,Lucas
50166,IA,Iowa,1589,Warren
50208,IA,Iowa,20610,Jasper
50255,IA,Iowa,48,Keokuk
50424,IA,Iowa,1467,Winnebago
50434,IA,Iowa,362,Worth
50484,IA,Iowa,397,Hancock
50548,IA,Iowa,5557,Humboldt
50595,IA,Iowa,8988,Hamilton
50616,IA,Iowa,10214,Floyd
50655,IA,Iowa,768,Fayette
51001,IA,Iowa,2330,Plymouth
51056,IA,Iowa,460,Woodbury
51058,IA,Iowa,819,O'Brien
51346,IA,Iowa,2302,O'Brien
51520,IA,Iowa,203,Crawford
51521,IA,Iowa,1784,Pottawattamie
51532,IA,Iowa,733,Montgomery
51554,IA,Iowa,239,Mills
51557,IA,Iowa,853,Harrison
51562,IA,Iowa,481,Shelby
52050,IA,Iowa,449,Delaware
52211,IA,Iowa,2628,Poweshiek
52217,IA,Iowa,572,Tama
52312,IA,Iowa,51,Jones
52320,IA,Iowa,1138,Jones
52326,IA,Iowa,567,Buchanan
52339,IA,Iowa,4067,Tama
52501,IA,Iowa,29478,Wapello
52595,IA,Iowa,384,Mahaska
52635,IA,Iowa,855,Jefferson
52768,IA,Iowa,1580,Scott
53003,WI,Wisconsin,161,Dodge
53010,WI,Wisconsin,7635,Fond du Lac
53024,WI,Wisconsin,17270,Ozaukee
53065,WI,Wisconsin,2208,Fond du Lac
53066,WI,Wisconsin,35357,Waukesha
53083,WI,Wisconsin,20479,Sheboygan
53153,WI,Wisconsin,2465,Waukesha
53156,WI,Wisconsin,2973,Jefferson
53503,WI,Wisconsin,1963,Iowa
53510,WI,Wisconsin,1482,Lafayette
53548,WI,Wisconsin,19243,Rock
53559,WI,Wisconsin,6302,Dane
53562,WI,Wisconsin,26335,Dane
53570,WI,Wisconsin,2446,Green
53932,WI,Wisconsin,2657,Columbia
54016,WI,Wisconsin,31972,St. Croix
54151,WI,Wisconsin,3238,Marinette
54154,WI,Wisconsin,5656,Oconto
54214,WI,Wisconsin,257,Manitowoc
54426,WI,Wisconsin,4533,Marathon
54896,WI,Wisconsin,1427,Sawyer
54941,WI,Wisconsin,2313,Green Lake
55008,MN,Minnesota,15579,Isanti
55051,MN,Minnesota,9551,Kanabec
55306,MN,Minnesota,16387,Dakota
55315,MN,Minnesota,5772,Carver
55317,MN,Minnesota,21905,Carver
55340,MN,Minnesota,8475,Hennepin
55355,MN,Minnesota,9544,Meeker
55373,MN,Minnesota,5741,Wright
55428,MN,Minnesota,31323,Hennepin
55718,MN,Minnesota,3299,Carlton
55803,MN,Minnesota,17974,St. Louis
55941,MN,Minnesota,1028,Houston
55955,MN,Minnesota,2542,Dodge
55990,MN,Minnesota,898,Fillmore
56019,MN,Minnesota,847,Brown
56026,MN,Minnesota,2020,Steele
56043,MN,Minnesota,433,Freeborn
56065,MN,Minnesota,2801,Blue Earth
56117,MN,Minnesota,403,Nobles
56121,MN,Minnesota,607,Martin
56161,MN,Minnesota,349,Jackson
56175,MN,Minnesota,3202,Lyon
56219,MN,Minnesota,1106,Traverse
56251,MN,Minnesota,848,Kandiyohi
56265,MN,Minnesota,7324,Chippewa
56339,MN,Minnesota,1043,Grant
56484,MN,Minnesota,3343,Cass
56579,MN,Minnesota,1162,Wilkin
56657,MN,Minnesota,295,Itasca
56661,MN,Minnesota,862,Koochiching
56724,MN,Minnesota,140,Marshall
56736,MN,Minnesota,962,Polk
57034,SD,South Dakota,884,Lincoln
57037,SD,South Dakota,983,Yankton
57238,SD,South Dakota,510,Deuel
57243,SD,South Dakota,708,Codington
57341,SD,South Dakota,148,Buffalo
57348,SD,South Dakota,530,Beadle
57368,SD,South Dakota,1185,Aurora
57427,SD,South Dakota,761,Brown
57449,SD,South Dakota,195,Brown
57452,SD,South Dakota,307,Walworth
57471,SD,South Dakota,560,Edmunds
57538,SD,South Dakota,275,Gregory
57543,SD,South Dakota,854,Jackson
57544,SD,South Dakota,450,Lyman
57776,SD,South Dakota,0,Harding
57779,SD,South Dakota,268,Lawrence
57787,SD,South Dakota,351,Meade
58001,ND,North Dakota,35,Richland
58054,ND,North Dakota,2938,Ransom
58220,ND,North Dakota,1975,Pembina
58272,ND,North Dakota,276,Nelson
58276,ND,North Dakota,534,Pembina
58466,ND,North Dakota,331,LaMoure
58480,ND,North Dakota,318,Barnes
58552,ND,North Dakota,1639,Emmons
58575,ND,North Dakota,823,McLean
58735,ND,North Dakota,340,Ward
7059,NJ,New Jersey,15689,Somerset
7070,NJ,New Jersey,18398,Bergen
7643,NJ,New Jersey,10782,Bergen
7823,NJ,New Jersey,7871,Warren
7832,NJ,New Jersey,3437,Warren
8323,NJ,New Jersey,599,Cumberland
8540,NJ,New Jersey,48672,Mercer
8832,NJ,New Jersey,3152,Middlesex
8863,NJ,New Jersey,12094,Middlesex
10536,NY,New York,10627,Westchester
10706,NY,New York,8493,Westchester
10911,NY,New York,0,Orange
10941,NY,New York,13786,Orange
10956,NY,New York,32289,Rockland
10975,NY,New York,200,Orange
11030,NY,New York,18578,Nassau
11042,NY,New York,506,Nassau
11109,NY,New York,5980,Queens
11214,NY,New York,92644,Kings
11364,NY,New York,36215,Queens
11596,NY,New York,10347,Nassau
11703,NY,New York,16119,Suffolk
11725,NY,New York,29396,Suffolk
11755,NY,New York,12598,Suffolk
11778,NY,New York,12081,Suffolk
11783,NY,New York,21280,Nassau
11787,NY,New York,34376,Suffolk
11930,NY,New York,882,Suffolk
11950,NY,New York,16444,Suffolk
11952,NY,New York,5010,Suffolk
11958,NY,New York,768,Suffolk
12108,NY,New York,393,Hamilton
12140,NY,New York,1690,Rensselaer
12159,NY,New York,7870,Albany
12184,NY,New York,6840,Columbia
12516,NY,New York,1747,Columbia
12566,NY,New York,11571,Ulster
12571,NY,New York,9984,Dutchess
12574,NY,New York,388,Dutchess
12784,NY,New York,44,Sullivan
12822,NY,New York,6060,Saratoga
12855,NY,New York,210,Essex
12944,NY,New York,3764,Essex
12959,NY,New York,1454,Clinton
12967,NY,New York,1094,St. Lawrence
12983,NY,New York,7463,Franklin
13053,NY,New York,5006,Tompkins
13082,NY,New York,4258,Madison
13116,NY,New York,3468,Onondaga
13166,NY,New York,5616,Cayuga
13208,NY,New York,22833,Onondaga
13346,NY,New York,6241,Madison
13416,NY,New York,2189,Herkimer
13417,NY,New York,3362,Oneida
13439,NY,New York,3518,Otsego
13460,NY,New York,4414,Chenango
13470,NY,New York,517,Fulton
13480,NY,New York,3372,Oneida
13486,NY,New York,937,Oneida
13490,NY,New York,1753,Oneida
13621,NY,New York,469,St. Lawrence
13650,NY,New York,1567,Jefferson
13665,NY,New York,728,Jefferson
13677,NY,New York,39,St. Lawrence
13693,NY,New York,439,Jefferson
13696,NY,New York,94,St. Lawrence
13754,NY,New York,3147,Broome
13810,NY,New York,1210,Otsego
14001,NY,New York,9522,Erie
14004,NY,New York,12332,Erie
14051,NY,New York,20219,Erie
14060,NY,New York,326,Cattaraugus
14112,NY,New York,105,Erie
14220,NY,New York,22623,Erie
14454,NY,New York,11206,Livingston
14464,NY,New York,7462,Monroe
14532,NY,New York,4273,Ontario
14546,NY,New York,4702,Monroe
14564,NY,New York,15082,Ontario
14608,NY,New York,11542,Monroe
14618,NY,New York,22597,Monroe
14701,NY,New York,39214,Chautauqua
14709,NY,New York,1389,Allegany
14743,NY,New York,1784,Cattaraugus
14753,NY,New York,1082,Cattaraugus
14813,NY,New York,2351,Allegany
14816,NY,New York,527,Chemung
14836,NY,New York,892,Livingston
14850,NY,New York,64221,Tompkins
14856,NY,New York,300,Steuben
15135,PA,Pennsylvania,5223,Allegheny
15435,PA,Pennsylvania,424,Fayette
15444,PA,Pennsylvania,338,Fayette
15458,PA,Pennsylvania,2320,Fayette
15463,PA,Pennsylvania,125,Fayette
15484,PA,Pennsylvania,103,Fayette
15538,PA,Pennsylvania,695,Somerset
15633,PA,Pennsylvania,618,Westmoreland
15658,PA,Pennsylvania,8708,Westmoreland
15671,PA,Pennsylvania,655,Westmoreland
15679,PA,Pennsylvania,2400,Westmoreland
15681,PA,Pennsylvania,4363,Indiana
15727,PA,Pennsylvania,209,Indiana
15774,PA,Pennsylvania,2858,Indiana
15832,PA,Pennsylvania,227,Cameron
15961,PA,Pennsylvania,766,Indiana
16507,PA,Pennsylvania,9572,Erie
16510,PA,Pennsylvania,25952,Erie
16830,PA,Pennsylvania,13264,Clearfield
16879,PA,Pennsylvania,411,Clearfield
17030,PA,Pennsylvania,859,Dauphin
17111,PA,Pennsylvania,32624,Dauphin
17235,PA,Pennsylvania,949,Franklin
17238,PA,Pennsylvania,1685,Fulton
17317,PA,Pennsylvania,649,York
17366,PA,Pennsylvania,5472,York
17737,PA,Pennsylvania,6604,Lycoming
17762,PA,Pennsylvania,469,Lycoming
17846,PA,Pennsylvania,3912,Columbia
17866,PA,Pennsylvania,10297,Northumberland
17952,PA,Pennsylvania,274,Schuylkill
18063,PA,Pennsylvania,391,Northampton
18064,PA,Pennsylvania,26396,Northampton
18350,PA,Pennsylvania,1612,Monroe
18419,PA,Pennsylvania,4786,Wyoming
18455,PA,Pennsylvania,105,Wayne
18930,PA,Pennsylvania,2881,Bucks
19050,PA,Pennsylvania,27976,Delaware
19123,PA,Pennsylvania,17351,Philadelphia
19355,PA,Pennsylvania,26778,Chester
19401,PA,Pennsylvania,41897,Montgomery
19508,PA,Pennsylvania,15796,Berks
19518,PA,Pennsylvania,15566,Berks
19734,DE,Delaware,13115,New Castle
19807,DE,Delaware,7515,New Castle
19963,DE,Delaware,20743,Sussex
19967,DE,Delaware,1246,Sussex
20105,VA,Virginia,25168,Loudoun
20106,VA,Virginia,5087,Culpeper
20317,DC,District of Columbia,416,District of Columbia
20506,DC,District of Columbia,0,District of Columbia
20520,DC,District of Columbia,0,District of Columbia
20640,MD,Maryland,10333,Charles
20705,MD,Maryland,27663,Prince George's
20712,MD,Maryland,9608,Prince George's
20732,MD,Maryland,9820,Calvert
20782,MD,Maryland,33398,Prince George's
20794,MD,Maryland,17939,Howard
20866,MD,Maryland,16365,Montgomery
20871,MD,Maryland,18628,Montgomery
20886,MD,Maryland,34834,Montgomery
21105,MD,Maryland,0,Baltimore
21153,MD,Maryland,447,Baltimore
21211,MD,Maryland,16370,Baltimore
21612,MD,Maryland,381,Talbot
21623,MD,Maryland,1989,Queen Anne's
21661,MD,Maryland,2487,Kent
21665,MD,Maryland,215,Talbot
21666,MD,Maryland,12836,Queen Anne's
21782,MD,Maryland,4495,Washington
21817,MD,Maryland,4515,Somerset
22027,VA,Virginia,2003,Fairfax
22031,VA,Virginia,33379,Fairfax
22150,VA,Virginia,28905,Fairfax
22191,VA,Virginia,71019,Prince William
22306,VA,Virginia,35425,Fairfax
22448,VA,Virginia,646,King George
22650,VA,Virginia,499,Page
22714,VA,Virginia,1133,Culpeper
22727,VA,Virginia,5765,Madison
22969,VA,Virginia,1866,Nelson
23068,VA,Virginia,195,Mathews
23389,VA,Virginia,221,Accomack
23834,VA,Virginia,26017,Colonial Heights
23857,VA,Virginia,687,Brunswick
23934,VA,Virginia,524,Charlotte
24132,VA,Virginia,282,Pulaski
24137,VA,Virginia,2530,Franklin
24139,VA,Virginia,359,Pittsylvania
24149,VA,Virginia,3401,Montgomery
24239,VA,Virginia,241,Buchanan
24318,VA,Virginia,599,Bland
24412,VA,Virginia,27,Bath
24422,VA,Virginia,5924,Alleghany
24635,VA,Virginia,1420,Tazewell
24888,WV,West Virginia,68,McDowell
24916,WV,West Virginia,618,Greenbrier
25021,WV,West Virginia,285,Boone
