zip,state_code,state,population,county
31018,GA,Georgia,2673,Washington
31072,GA,Georgia,1278,Wilcox
31213,GA,Georgia,0,Bibb
31302,GA,Georgia,7794,Effingham
31548,GA,Georgia,21680,Camden
31631,GA,Georgia,456,Clinch
31639,GA,Georgia,9943,Berrien
31701,GA,Georgia,18699,Dougherty
31788,GA,Georgia,9434,Colquitt
31796,GA,Georgia,1082,Worth
31823,GA,Georgia,857,Harris
31901,GA,Georgia,6181,Muscogee
32033,FL,Florida,4676,St. Johns
32102,FL,Florida,2283,Lake
32113,FL,Florida,5216,Marion
32224,FL,Florida,44058,Duval
32346,FL,Florida,1933,Wakulla
32348,FL,Florida,12935,Taylor
32413,FL,Florida,14805,Bay
32641,FL,Florida,14959,Alachua
32683,FL,Florida,268,Levy
32735,FL,Florida,4728,Lake
32738,FL,Florida,45611,Volusia
32962,FL,Florida,26459,Indian River
32967,FL,Florida,22319,Indian River
33001,FL,Florida,331,Monroe
33069,FL,Florida,28138,Broward
33411,FL,Florida,72546,Palm Beach
33434,FL,Florida,20486,Palm Beach
33476,FL,Florida,8513,Palm Beach
33538,FL,Florida,4728,Sumter
33565,FL,Florida,17864,Hillsborough
33634,FL,Florida,22719,Hillsborough
33805,FL,Florida,25529,Polk
33873,FL,Florida,14162,Hardee
33982,FL,Florida,10391,Charlotte
34222,FL,Florida,11659,Manatee
34449,FL,Florida,3192,Levy
34698,FL,Florida,38720,Pinellas
34762,FL,Florida,544,Lake
34950,FL,Florida,16603,St. Lucie
34984,FL,Florida,16035,St. Lucie
35131,AL,Alabama,4696,St. Clair
35160,AL,Alabama,25999,Talladega
35171,AL,Alabama,3254,Chilton
35173,AL,Alabama,27514,Jefferson
35175,AL,Alabama,5289,Marshall
35222,AL,Alabama,8989,Jefferson
35226,AL,Alabama,35331,Jefferson
35234,AL,Alabama,5063,Jefferson
35474,AL,Alabama,6617,Hale
35542,AL,Alabama,920,Fayette
35614,AL,Alabama,7050,Limestone
35756,AL,Alabama,13855,Limestone
35775,AL,Alabama,1095,Morgan
35953,AL,Alabama,7519,St. Clair
35975,AL,Alabama,629,DeKalb
36022,AL,Alabama,13003,Elmore
36031,AL,Alabama,185,Macon
36047,AL,Alabama,1084,Lowndes
36319,AL,Alabama,2200,Houston
36340,AL,Alabama,5718,Geneva
36442,AL,Alabama,3356,Covington
36454,AL,Alabama,8,Conecuh
36512,AL,Alabama,39,Mobile
36611,AL,Alabama,5817,Mobile
36784,AL,Alabama,7181,Clarke
36790,AL,Alabama,89,Chilton
37010,TN,Tennessee,4966,Montgomery
37080,TN,Tennessee,7394,Davidson
37095,TN,Tennessee,2685,DeKalb
37134,TN,Tennessee,3063,Humphreys
37142,TN,Tennessee,1941,Montgomery
37303,TN,Tennessee,24866,McMinn
37333,TN,Tennessee,580,Polk
37357,TN,Tennessee,5139,Warren
37370,TN,Tennessee,4972,McMinn
37394,TN,Tennessee,86,Warren
37709,TN,Tennessee,4060,Grainger
37723,TN,Tennessee,924,Cumberland
37830,TN,Tennessee,29479,Anderson
37885,TN,Tennessee,6015,Monroe
37890,TN,Tennessee,7255,Jefferson
37923,TN,Tennessee,31614,Knox
38002,TN,Tennessee,40430,Shelby
38015,TN,Tennessee,2385,Tipton
38023,TN,Tennessee,6466,Tipton
38105,TN,Tennessee,5915,Shelby
38120,TN,Tennessee,14956,Shelby
38125,TN,Tennessee,38131,Shelby
38231,TN,Tennessee,1646,Henry
38357,TN,Tennessee,2762,McNairy
38369,TN,Tennessee,1692,Gibson
38587,TN,Tennessee,1387,White
38617,MS,Mississippi,695,Coahoma
38618,MS,Mississippi,12258,Tate
38661,MS,Mississippi,1783,Marshall
38721,MS,Mississippi,974,Sharkey
38756,MS,Mississippi,6197,Washington
38768,MS,Mississippi,118,Sunflower
38966,MS,Mississippi,925,Tallahatchie
39063,MS,Mississippi,3867,Holmes
39069,MS,Mississippi,5290,Jefferson
39180,MS,Mississippi,32336,Warren
39481,MS,Mississippi,1536,Jasper
39641,MS,Mississippi,3624,Walthall
39663,MS,Mississippi,2947,Lawrence
39736,MS,Mississippi,229,Lowndes
39737,MS,Mississippi,287,Webster
40006,KY,Kentucky,4956,Trimble
40041,KY,Kentucky,379,Jefferson
40440,KY,Kentucky,2261,Boyle
40442,KY,Kentucky,951,Lincoln
40513,KY,Kentucky,11163,Fayette
40729,KY,Kentucky,5161,Laurel
40856,KY,Kentucky,722,Bell
40863,KY,Kentucky,604,Harlan
41034,KY,Kentucky,788,Mason
41179,KY,Kentucky,7535,Lewis
41274,KY,Kentucky,387,Johnson
41701,KY,Kentucky,16093,Perry
41775,KY,Kentucky,41,Leslie
41831,KY,Kentucky,693,Knott
41862,KY,Kentucky,835,Knott
42054,KY,Kentucky,850,Calloway
42133,KY,Kentucky,1369,Monroe
42157,KY,Kentucky,720,Monroe
42339,KY,Kentucky,829,Muhlenberg
42368,KY,Kentucky,1303,Ohio
42453,KY,Kentucky,622,Hopkins
42567,KY,Kentucky,5610,Pulaski
42647,KY,Kentucky,3806,McCreary
42716,KY,Kentucky,1566,Larue
42753,KY,Kentucky,790,Adair
43030,OH,Ohio,108,Licking
43116,OH,Ohio,1863,Pickaway
43204,OH,Ohio,42796,Franklin
43358,OH,Ohio,2771,Logan
43433,OH,Ohio,72,Ottawa
43515,OH,Ohio,8254,Fulton
43548,OH,Ohio,693,Henry
43557,OH,Ohio,3216,Williams
43725,OH,Ohio,20249,Guernsey
43735,OH,Ohio,440,Muskingum
43756,OH,Ohio,4669,Morgan
43767,OH,Ohio,856,Muskingum
43783,OH,Ohio,5352,Perry
43788,OH,Ohio,663,Noble
43944,OH,Ohio,2495,Jefferson
44001,OH,Ohio,21142,Lorain
44081,OH,Ohio,7137,Lake
44092,OH,Ohio,16812,Lake
44260,OH,Ohio,13054,Portage
44445,OH,Ohio,3610,Columbiana
44473,OH,Ohio,3287,Trumbull
44643,OH,Ohio,3949,Stark
44651,OH,Ohio,612,Carroll
44681,OH,Ohio,8442,Tuscarawas
44685,OH,Ohio,27941,Summit
44705,OH,Ohio,19797,Stark
44814,OH,Ohio,2894,Erie
44820,OH,Ohio,17374,Crawford
44838,OH,Ohio,235,Ashland
44844,OH,Ohio,481,Wyandot
44846,OH,Ohio,3432,Erie
44865,OH,Ohio,3076,Huron
45030,OH,Ohio,19532,Hamilton
45041,OH,Ohio,0,Hamilton
45111,OH,Ohio,335,Hamilton
45233,OH,Ohio,16062,Hamilton
45240,OH,Ohio,26685,Hamilton
45307,OH,Ohio,359,Greene
45310,OH,Ohio,266,Mercer
45324,OH,Ohio,40867,Greene
45373,OH,Ohio,36131,Miami
45383,OH,Ohio,6924,Miami
45417,OH,Ohio,29325,Montgomery
45715,OH,Ohio,2653,Washington
45727,OH,Ohio,342,Noble
45779,OH,Ohio,856,Meigs
45816,OH,Ohio,338,Hancock
45832,OH,Ohio,3088,Van Wert
45858,OH,Ohio,2972,Hancock
45859,OH,Ohio,483,Hardin
45897,OH,Ohio,0,Hancock
46071,IN,Indiana,3148,Boone
46113,IN,Indiana,15505,Marion
46124,IN,Indiana,8949,Johnson
46160,IN,Indiana,6321,Brown
46168,IN,Indiana,35418,Hendricks
46184,IN,Indiana,14042,Johnson
46203,IN,Indiana,38581,Marion
46259,IN,Indiana,10999,Marion
46327,IN,Indiana,11466,Lake
46542,IN,Indiana,4142,Kosciusko
46730,IN,Indiana,1039,DeKalb
46740,IN,Indiana,3874,Adams
46766,IN,Indiana,737,Wells
46776,IN,Indiana,1715,Steuben
46818,IN,Indiana,20852,Allen
46984,IN,Indiana,188,Wabash
47035,IN,Indiana,246,Franklin
47060,IN,Indiana,5942,Dearborn
47106,IN,Indiana,5005,Clark
47162,IN,Indiana,801,Clark
47167,IN,Indiana,14879,Washington
47240,IN,Indiana,21836,Decatur
47250,IN,Indiana,22202,Jefferson
47336,IN,Indiana,3243,Jay
47357,IN,Indiana,822,Wayne
47524,IN,Indiana,612,Knox
47528,IN,Indiana,504,Knox
47631,IN,Indiana,2217,Posey
47637,IN,Indiana,1294,Warrick
47804,IN,Indiana,11781,Vigo
47832,IN,Indiana,1059,Parke
47880,IN,Indiana,78,Vigo
47946,IN,Indiana,2170,Pulaski
47948,IN,Indiana,1485,Newton
47987,IN,Indiana,4074,Fountain
48035,MI,Michigan,35599,Macomb
48040,MI,Michigan,9693,St. Clair
48111,MI,Michigan,40926,Wayne
48116,MI,Michigan,27244,Livingston
48134,MI,Michigan,21937,Wayne
48239,MI,Michigan,36364,Wayne
48302,MI,Michigan,15964,Oakland
48381,MI,Michigan,13481,Oakland
48415,MI,Michigan,9107,Saginaw
48426,MI,Michigan,1007,Sanilac
48445,MI,Michigan,1245,Huron
48464,MI,Michigan,2157,Lapeer
48623,MI,Michigan,13662,Saginaw
48638,MI,Michigan,11692,Saginaw
48877,MI,Michigan,2459,Gratiot
48880,MI,Michigan,10034,Gratiot
49014,MI,Michigan,21481,Calhoun
49051,MI,Michigan,2796,Calhoun
49057,MI,Michigan,6459,Van Buren
49060,MI,Michigan,1902,Barry
49097,MI,Michigan,11106,Kalamazoo
49103,MI,Michigan,10437,Berrien
49130,MI,Michigan,1474,Cass
49254,MI,Michigan,3069,Jackson
49268,MI,Michigan,1153,Lenawee
49286,MI,Michigan,14639,Lenawee
49302,MI,Michigan,8717,Kent
49304,MI,Michigan,3922,Lake
49441,MI,Michigan,35365,Muskegon
49448,MI,Michigan,4100,Ottawa
49449,MI,Michigan,2661,Oceana
49457,MI,Michigan,10137,Muskegon
49643,MI,Michigan,6956,Grand Traverse
49683,MI,Michigan,2135,Benzie
49743,MI,Michigan,766,Presque Isle
49783,MI,Michigan,19270,Chippewa
49834,MI,Michigan,221,Dickinson
49930,MI,Michigan,7258,Houghton
50048,IA,Iowa,904,Guthrie
50049,IA,Iowa,6403,Lucas
50102,IA,Iowa,183,Hardin
50136,IA,Iowa,420,Keokuk
50254,IA,Iowa,246,Union
50314,IA,Iowa,11377,Polk
50438,IA,Iowa,4167,Hancock
50510,IA,Iowa,1003,Buena Vista
50525,IA,Iowa,3383,Wright
50560,IA,Iowa,617,Kossuth
50573,IA,Iowa,84,Pocahontas
50627,IA,Iowa,3200,Hardin
50635,IA,Iowa,1584,Tama
51014,IA,Iowa,405,Cherokee
51029,IA,Iowa,265,Cherokee
51055,IA,Iowa,1618,Woodbury
51442,IA,Iowa,9633,Crawford
51447,IA,Iowa,277,Shelby
51523,IA,Iowa,380,Monona
51540,IA,Iowa,380,Mills
51578,IA,Iowa,67,Shelby
52160,IA,Iowa,860,Allamakee
52175,IA,Iowa,3535,Fayette
52237,IA,Iowa,1622,Delaware
52302,IA,Iowa,41179,Linn
52315,IA,Iowa,1118,Benton
52317,IA,Iowa,20321,Johnson
52334,IA,Iowa,157,Iowa
52336,IA,Iowa,2394,Linn
52356,IA,Iowa,2573,Washington
52359,IA,Iowa,265,Washington
52531,IA,Iowa,5880,Monroe
52570,IA,Iowa,1014,Van Buren
52638,IA,Iowa,591,Des Moines
52641,IA,Iowa,12247,Henry
52647,IA,Iowa,200,Henry
52777,IA,Iowa,1202,Clinton
53039,WI,Wisconsin,4594,Dodge
53074,WI,Wisconsin,12872,Ozaukee
53128,WI,Wisconsin,9052,Walworth
53502,WI,Wisconsin,2515,Green
53575,WI,Wisconsin,16357,Dane
53576,WI,Wisconsin,2300,Rock
53719,WI,Wisconsin,31487,Dane
53826,WI,Wisconsin,1308,Crawford
53951,WI,Wisconsin,2233,Sauk
54027,WI,Wisconsin,1045,St. Croix
54235,WI,Wisconsin,16840,Door
54245,WI,Wisconsin,2066,Manitowoc
54246,WI,Wisconsin,850,Door
54302,WI,Wisconsin,31633,Brown
54412,WI,Wisconsin,2036,Wood
54437,WI,Wisconsin,3049,Clark
54471,WI,Wisconsin,1780,Marathon
54545,WI,Wisconsin,808,Vilas
54562,WI,Wisconsin,1858,Oneida
54610,WI,Wisconsin,1649,Buffalo
54669,WI,Wisconsin,7905,La Crosse
54703,WI,Wisconsin,43622,Eau Claire
54756,WI,Wisconsin,911,Buffalo
54846,WI,Wisconsin,496,Ashland
54945,WI,Wisconsin,3338,Waupaca
54961,WI,Wisconsin,13602,Waupaca
55014,MN,Minnesota,28222,Anoka
55126,MN,Minnesota,26957,Ramsey
55130,MN,Minnesota,18146,Ramsey
55388,MN,Minnesota,5975,Carver
55445,MN,Minnesota,12978,Hennepin
55454,MN,Minnesota,10024,Hennepin
55703,MN,Minnesota,647,St. Louis
55713,MN,Minnesota,1019,St. Louis
55733,MN,Minnesota,4938,Carlton
55756,MN,Minnesota,408,Pine
55766,MN,Minnesota,25,St. Louis
55772,MN,Minnesota,162,Koochiching
55936,MN,Minnesota,1889,Mower
55957,MN,Minnesota,700,Wabasha
55975,MN,Minnesota,4285,Fillmore
56033,MN,Minnesota,369,Faribault
56034,MN,Minnesota,493,Blue Earth
56071,MN,Minnesota,12878,Scott
56172,MN,Minnesota,2984,Murray
56224,MN,Minnesota,348,Redwood
56243,MN,Minnesota,1670,Meeker
56310,MN,Minnesota,5383,Stearns
56329,MN,Minnesota,7449,Benton
56354,MN,Minnesota,1404,Douglas
56387,MN,Minnesota,7329,Stearns
56443,MN,Minnesota,1325,Morrison
56458,MN,Minnesota,427,Hubbard
56468,MN,Minnesota,4385,Crow Wing
56514,MN,Minnesota,3701,Clay
56575,MN,Minnesota,771,Becker
56593,MN,Minnesota,0,Becker
56594,MN,Minnesota,467,Wilkin
56629,MN,Minnesota,254,Koochiching
56670,MN,Minnesota,1204,Beltrami
56671,MN,Minnesota,3383,Beltrami
56678,MN,Minnesota,1190,Beltrami
57017,SD,South Dakota,1412,Moody
57050,SD,South Dakota,325,Lake
57073,SD,South Dakota,734,Clay
57216,SD,South Dakota,1121,Grant
57220,SD,South Dakota,763,Brookings
57231,SD,South Dakota,1623,Kingsbury
57252,SD,South Dakota,4617,Grant
57255,SD,South Dakota,371,Roberts
57334,SD,South Dakota,951,Davison
57349,SD,South Dakota,1434,Miner
57373,SD,South Dakota,507,Hand
57445,SD,South Dakota,1940,Brown
57523,SD,South Dakota,923,Gregory
57529,SD,South Dakota,370,Gregory
57532,SD,South Dakota,2937,Stanley
57553,SD,South Dakota,165,Haakon
57574,SD,South Dakota,75,Bennett
57579,SD,South Dakota,1354,Mellette
57640,SD,South Dakota,182,Perkins
57759,SD,South Dakota,597,Lawrence
57760,SD,South Dakota,1439,Butte
58005,ND,North Dakota,992,Cass
58065,ND,North Dakota,45,Barnes
58078,ND,North Dakota,36020,Cass
58235,ND,North Dakota,453,Grand Forks
58258,ND,North Dakota,335,Grand Forks
58311,ND,North Dakota,62,Cavalier
58355,ND,North Dakota,79,Cavalier
58384,ND,North Dakota,394,Bottineau
58422,ND,North Dakota,165,Wells
58472,ND,North Dakota,490,Stutsman
58541,ND,North Dakota,613,Mercer
58554,ND,North Dakota,26018,Morton
58650,ND,North Dakota,376,Hettinger
58653,ND,North Dakota,782,Bowman
602,PR,Puerto Rico,37751,Aguada
698,PR,Puerto Rico,35317,Yauco
707,PR,Puerto Rico,10721,Maunabo
714,PR,Puerto Rico,17739,Arroyo
715,PR,Puerto Rico,2818,Ponce
719,PR,Puerto Rico,28556,Naranjito
927,PR,Puerto Rico,13626,San Juan
982,PR,Puerto Rico,14346,Carolina
1027,MA,Massachusetts,17818,Hampshire
1029,MA,Massachusetts,538,Berkshire
1069,MA,Massachusetts,8556,Hampden
1081,MA,Massachusetts,1883,Hampden
1201,MA,Massachusetts,44458,Berkshire
1473,MA,Massachusetts,7766,Worcester
1523,MA,Massachusetts,7794,Worcester
1527,MA,Massachusetts,13732,Worcester
1561,MA,Massachusetts,209,Worcester
1701,MA,Massachusetts,32590,Middlesex
1860,MA,Massachusetts,6890,Essex
2032,MA,Massachusetts,4194,Norfolk
2460,MA,Massachusetts,9773,Middlesex
2543,MA,Massachusetts,649,Barnstable
2779,MA,Massachusetts,6730,Bristol
2809,RI,Rhode Island,22172,Bristol
2860,RI,Rhode Island,46363,Providence
3053,NH,New Hampshire,25732,Rockingham
3234,NH,New Hampshire,4722,Merrimack
3291,NH,New Hampshire,109,Rockingham
3588,NH,New Hampshire,1638,Coos
3743,NH,New Hampshire,13681,Sullivan
3754,NH,New Hampshire,51,Sullivan
3774,NH,New Hampshire,1954,Grafton
3780,NH,New Hampshire,435,Grafton
3838,NH,New Hampshire,1169,Carroll
3886,NH,New Hampshire,1680,Carroll
4043,ME,Maine,11424,York
4063,ME,Maine,468,York
4087,ME,Maine,2185,York
4092,ME,Maine,18633,Cumberland
4097,ME,Maine,3779,Cumberland
4224,ME,Maine,2380,Oxford
4254,ME,Maine,3156,Androscoggin
4259,ME,Maine,3288,Kennebec
4289,ME,Maine,2339,Oxford
4359,ME,Maine,330,Kennebec
4431,ME,Maine,37,Hancock
4442,ME,Maine,14,Piscataquis
4779,ME,Maine,298,Aroostook
4780,ME,Maine,880,Aroostook
4922,ME,Maine,1081,Waldo
4938,ME,Maine,9664,Franklin
4967,ME,Maine,4029,Somerset
4989,ME,Maine,4207,Kennebec
5058,VT,Vermont,352,Orange
5060,VT,Vermont,4417,Orange
5076,VT,Vermont,426,Orange
5079,VT,Vermont,686,Orange
5486,VT,Vermont,1717,Grand Isle
5652,VT,Vermont,718,Lamoille
5757,VT,Vermont,858,Rutland
5860,VT,Vermont,2803,Orleans
6068,CT,Connecticut,1386,Litchfield
6278,CT,Connecticut,4363,Windham
6279,CT,Connecticut,5893,Tolland
6424,CT,Connecticut,12744,Middlesex
6442,CT,Connecticut,2343,Middlesex
6460,CT,Connecticut,38959,New Haven
6512,CT,Connecticut,28444,New Haven
6804,CT,Connecticut,17292,Fairfield
6807,CT,Connecticut,7514,Fairfield
6880,CT,Connecticut,28376,Fairfield
7021,NJ,New Jersey,2095,Essex
7023,NJ,New Jersey,7660,Union
7050,NJ,New Jersey,30302,Essex
7109,NJ,New Jersey,36173,Essex
7201,NJ,New Jersey,28091,Union
7439,NJ,New Jersey,2327,Sussex
7603,NJ,New Jersey,8360,Bergen
7748,NJ,New Jersey,27190,Monmouth
7857,NJ,New Jersey,3203,Morris
7921,NJ,New Jersey,7474,Somerset
8010,NJ,New Jersey,10983,Burlington
8031,NJ,New Jersey,11398,Camden
8074,NJ,New Jersey,15,Gloucester
8077,NJ,New Jersey,19121,Burlington
8086,NJ,New Jersey,7642,Gloucester
8108,NJ,New Jersey,18333,Camden
8240,NJ,New Jersey,2404,Atlantic
8510,NJ,New Jersey,5692,Monmouth
8805,NJ,New Jersey,12253,Somerset
8831,NJ,New Jersey,50944,Middlesex
8890,NJ,New Jersey,17,Somerset
10465,NY,New York,43671,Bronx
10504,NY,New York,8196,Westchester
10512,NY,New York,24672,Putnam
10590,NY,New York,7078,Westchester
10701,NY,New York,61604,Westchester
10804,NY,New York,15229,Westchester
10976,NY,New York,2332,Rockland
11004,NY,New York,15098,Queens
11106,NY,New York,37690,Queens
11218,NY,New York,72413,Kings
11426,NY,New York,20524,Queens
12010,NY,New York,28152,Montgomery
12067,NY,New York,1519,Albany
12075,NY,New York,2959,Columbia
12086,NY,New York,1453,Montgomery
12132,NY,New York,297,Columbia
12148,NY,New York,4333,Saratoga
12175,NY,New York,528,Schoharie
12460,NY,New York,416,Greene
12524,NY,New York,15934,Dutchess
12529,NY,New York,2453,Columbia
12577,NY,New York,1783,Orange
12771,NY,New York,14788,Orange
12815,NY,New York,1065,Warren
12816,NY,New York,4371,Washington
12817,NY,New York,1905,Warren
12838,NY,New York,555,Washington
12851,NY,New York,394,Essex
12916,NY,New York,2108,Franklin
12918,NY,New York,2210,Clinton
12919,NY,New York,2974,Clinton
12945,NY,New York,492,Franklin
13031,NY,New York,15080,Onondaga
13042,NY,New York,2224,Oswego
13062,NY,New York,41,Tompkins
13071,NY,New York,949,Cayuga
13092,NY,New York,2626,Cayuga
13120,NY,New York,2109,Onondaga
13132,NY,New York,3541,Oswego
13320,NY,New York,2037,Otsego
13348,NY,New York,1411,Otsego
13425,NY,New York,2318,Oneida
13454,NY,New York,661,Herkimer
13477,NY,New York,991,Oneida
13605,NY,New York,5014,Jefferson
13607,NY,New York,1322,Jefferson
13774,NY,New York,154,Delaware
13815,NY,New York,12930,Chenango
13844,NY,New York,790,Chenango
13856,NY,New York,6089,Delaware
14025,NY,New York,3475,Erie
14072,NY,New York,21047,Erie
14170,NY,New York,2944,Erie
14467,NY,New York,10098,Monroe
14487,NY,New York,6159,Livingston
14568,NY,New York,6232,Wayne
14719,NY,New York,3459,Cattaraugus
14737,NY,New York,4322,Cattaraugus
14747,NY,New York,2243,Chautauqua
14877,NY,New York,476,Steuben
15021,PA,Pennsylvania,7186,Washington
15027,PA,Pennsylvania,2190,Beaver
15061,PA,Pennsylvania,12328,Beaver
15144,PA,Pennsylvania,4036,Allegheny
15146,PA,Pennsylvania,27678,Allegheny
15232,PA,Pennsylvania,11764,Allegheny
15350,PA,Pennsylvania,471,Washington
15353,PA,Pennsylvania,115,Greene
15617,PA,Pennsylvania,311,Westmoreland
15644,PA,Pennsylvania,18537,Westmoreland
15713,PA,Pennsylvania,341,Indiana
15748,PA,Pennsylvania,6584,Indiana
15773,PA,Pennsylvania,507,Cambria
15778,PA,Pennsylvania,155,Jefferson
15783,PA,Pennsylvania,95,Indiana
15924,PA,Pennsylvania,1087,Somerset
15925,PA,Pennsylvania,211,Cambria
15935,PA,Pennsylvania,3460,Somerset
16025,PA,Pennsylvania,5194,Butler
16041,PA,Pennsylvania,2112,Butler
16117,PA,Pennsylvania,16999,Lawrence
16235,PA,Pennsylvania,1157,Clarion
16311,PA,Pennsylvania,516,Mercer
16350,PA,Pennsylvania,2577,Warren
16444,PA,Pennsylvania,1101,Erie
16634,PA,Pennsylvania,348,Huntingdon
16652,PA,Pennsylvania,17916,Huntingdon
16659,PA,Pennsylvania,259,Bedford
16662,PA,Pennsylvania,5561,Blair
16901,PA,Pennsylvania,10245,Tioga
17018,PA,Pennsylvania,4239,Dauphin
17046,PA,Pennsylvania,31040,Lebanon
17059,PA,Pennsylvania,7943,Juniata
17213,PA,Pennsylvania,627,Huntingdon
17215,PA,Pennsylvania,286,Fulton
17322,PA,Pennsylvania,5705,York
17327,PA,Pennsylvania,7590,York
17362,PA,Pennsylvania,13040,York
17841,PA,Pennsylvania,4926,Mifflin
17859,PA,Pennsylvania,2807,Columbia
17957,PA,Pennsylvania,299,Schuylkill
17959,PA,Pennsylvania,1362,Schuylkill
17970,PA,Pennsylvania,3105,Schuylkill
17978,PA,Pennsylvania,286,Schuylkill
18077,PA,Pennsylvania,2349,Bucks
18091,PA,Pennsylvania,5385,Northampton
18218,PA,Pennsylvania,2245,Schuylkill
18335,PA,Pennsylvania,606,Monroe
18340,PA,Pennsylvania,208,Pike
18452,PA,Pennsylvania,4853,Lackawanna
18518,PA,Pennsylvania,7965,Lackawanna
18660,PA,Pennsylvania,3732,Luzerne
18704,PA,Pennsylvania,30441,Luzerne
18846,PA,Pennsylvania,1099,Bradford
19030,PA,Pennsylvania,11792,Bucks
19041,PA,Pennsylvania,6494,Delaware
19054,PA,Pennsylvania,16180,Bucks
19064,PA,Pennsylvania,24664,Delaware
19116,PA,Pennsylvania,34747,Philadelphia
19311,PA,Pennsylvania,8999,Chester
19350,PA,Pennsylvania,11424,Chester
19533,PA,Pennsylvania,8059,Berks
19550,PA,Pennsylvania,549,Berks
19611,PA,Pennsylvania,10720,Berks
19703,DE,Delaware,15362,New Castle
19904,DE,Delaware,37467,Kent
19943,DE,Delaware,12887,Kent
19952,DE,Delaware,10094,Kent
19966,DE,Delaware,29324,Sussex
20010,DC,District of Columbia,34223,District of Columbia
20011,DC,District of Columbia,69710,District of Columbia
20151,VA,Virginia,23068,Fairfax
20191,VA,Virginia,30181,Fairfax
20616,MD,Maryland,6389,Charles
20759,MD,Maryland,5311,Howard
20778,MD,Maryland,2079,Anne Arundel
20815,MD,Maryland,30664,Montgomery
20839,MD,Maryland,97,Montgomery
20862,MD,Maryland,341,Montgomery
20910,MD,Maryland,44301,Montgomery
21622,MD,Maryland,854,Dorchester
21638,MD,Maryland,5130,Queen Anne's
21643,MD,Maryland,5864,Dorchester
21650,MD,Maryland,246,Kent
22644,VA,Virginia,2376,Shenandoah
23065,VA,Virginia,1472,Goochland
23083,VA,Virginia,2616,Amelia
23125,VA,Virginia,401,Mathews
23238,VA,Virginia,26132,Henrico
23302,VA,Virginia,162,Accomack
23316,VA,Virginia,521,Northampton
23357,VA,Virginia,747,Accomack
23433,VA,Virginia,1214,Suffolk
23436,VA,Virginia,1019,Suffolk
23459,VA,Virginia,1430,Virginia Beach
23874,VA,Virginia,924,Southampton
23885,VA,Virginia,2542,Dinwiddie
23952,VA,Virginia,238,Lunenburg
23963,VA,Virginia,88,Charlotte
24150,VA,Virginia,820,Giles
24250,VA,Virginia,1309,Scott
24301,VA,Virginia,14164,Pulaski
24351,VA,Virginia,447,Carroll
24431,VA,Virginia,2571,Augusta
24450,VA,Virginia,17140,Rockbridge
24579,VA,Virginia,1256,Rockbridge
24599,VA,Virginia,1083,Buckingham
24620,VA,Virginia,2932,Buchanan
24731,WV,West Virginia,162,Mercer
24828,WV,West Virginia,815,McDowell
24845,WV,West Virginia,452,Wyoming
24887,WV,West Virginia,51,McDowell
25036,WV,West Virginia,163,Fayette
25054,WV,West Virginia,499,Kanawha
25114,WV,West Virginia,272,Boone
25275,WV,West Virginia,1755,Jackson
25286,WV,West Virginia,1700,Roane
25404,WV,West Virginia,21729,Berkeley
25565,WV,West Virginia,556,Lincoln
25669,WV,West Virginia,1346,Wayne
25845,WV,West Virginia,582,Wyoming
25878,WV,West Virginia,693,Raleigh
25936,WV,West Virginia,61,Fayette
26034,WV,West Virginia,4203,Hancock
26036,WV,West Virginia,468,Marshall
26181,WV,West Virginia,6300,Wood
26301,WV,West Virginia,28770,Harrison
26321,WV,West Virginia,317,Lewis
26404,WV,West Virginia,535,Harrison
26436,WV,West Virginia,178,Doddridge
26456,WV,West Virginia,3846,Doddridge
26802,WV,West Virginia,889,Pendleton
26884,WV,West Virginia,707,Pendleton
27006,NC,North Carolina,14329,Davie
27403,NC,North Carolina,22867,Guilford
27864,NC,North Carolina,4652,Edgecombe
27889,NC,North Carolina,26637,Beaufort
27958,NC,North Carolina,11354,Currituck
27986,NC,North Carolina,2362,Hertford
28007,NC,North Carolina,720,Anson
28114,NC,North Carolina,7475,Rutherford
28344,NC,North Carolina,3726,Sampson
28533,NC,North Carolina,3331,Craven
28589,NC,North Carolina,131,Carteret
28602,NC,North Carolina,28902,Catawba
28613,NC,North Carolina,23353,Catawba
28649,NC,North Carolina,868,Wilkes
28654,NC,North Carolina,3268,Wilkes
28658,NC,North Carolina,27688,Catawba
28665,NC,North Carolina,2376,Wilkes
28749,NC,North Carolina,138,McDowell
28752,NC,North Carolina,30924,McDowell
28759,NC,North Carolina,7456,Henderson
28783,NC,North Carolina,1858,Jackson
29051,SC,South Carolina,1752,Sumter
29054,SC,South Carolina,9211,Lexington
29115,SC,South Carolina,27794,Orangeburg
29204,SC,South Carolina,18523,Richland
29373,SC,South Carolina,483,Spartanburg
29405,SC,South Carolina,29978,Charleston
29510,SC,South Carolina,10094,Georgetown
29532,SC,South Carolina,20433,Darlington
29544,SC,South Carolina,5576,Horry
29574,SC,South Carolina,10696,Marion
29654,SC,South Carolina,9125,Anderson
29704,SC,South Carolina,3488,York
29844,SC,South Carolina,121,McCormick
29916,SC,South Carolina,1954,Hampton
29926,SC,South Carolina,26377,Beaufort
30139,GA,Georgia,3940,Gordon
30171,GA,Georgia,3282,Bartow
30177,GA,Georgia,1273,Pickens
30189,GA,Georgia,38809,Cherokee
30273,GA,Georgia,15015,Clayton
30295,GA,Georgia,4214,Pike
30448,GA,Georgia,80,Emanuel
